#Data tag : 24v2 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
386008:10132,09/20/24 16:13:06,48,48,0.022563252,0.018711409
386010:10132,09/20/24 16:39:00,901,901,0.261140844,0.241988977
386025:10134,09/21/24 03:26:38,1855,1855,0.838099811,0.786410766
386279:10139,09/25/24 19:45:30,213,213,0.090608984,0.085630688
386285:10141,09/26/24 05:07:10,206,206,0.088821029,0.077891053
386308:10142,09/26/24 10:25:39,144,144,0.060664512,0.057026501
386313:10143,09/26/24 13:48:04,85,85,0.032404883,0.030763649
386319:10144,09/26/24 16:26:23,702,702,0.321985863,0.304880021
386478:10189,10/02/24 05:25:34,405,405,0.177307836,0.169060565
386505:10190,10/02/24 16:45:21,279,279,0.119552284,0.113142112
386509:10190,10/02/24 18:48:15,1030,1030,0.471636609,0.444940885
386553:10197,10/03/24 15:18:13,857,857,0.406073500,0.379080452
386554:10197,10/03/24 20:54:36,1004,1004,0.432720617,0.412413916
386592:10199,10/04/24 12:52:01,414,414,0.042547743,0.038168853
386593:10199,10/04/24 15:46:38,651,651,0.317787026,0.298663817
386594:10199,10/04/24 20:20:35,871,871,0.153090520,0.142146215
386604:10200,10/05/24 08:06:58,1995,1995,0.895787390,0.839470297
386605:10200,10/05/24 21:08:51,155,155,0.046244965,0.044711541
386614:10201,10/06/24 00:32:57,750,750,0.357070809,0.331437857
386615:10201,10/06/24 05:27:39,37,37,0.018022474,0.015984860
386616:10201,10/06/24 05:44:36,127,127,0.062064131,0.057227736
386617:10201,10/06/24 06:57:39,14,14,0.006849088,0.006137266
386618:10201,10/06/24 07:04:34,948,948,0.395405291,0.376681761
386629:10202,10/06/24 15:27:34,64,64,0.019895362,0.018559629
386630:10202,10/06/24 15:54:10,28,28,0.012779570,0.011608964
386640:10204,10/06/24 20:23:38,1158,1158,0.555599821,0.515849448
386642:10204,10/07/24 03:59:03,714,714,0.287822508,0.272393747
386661:10206,10/07/24 11:24:15,438,438,0.205469221,0.184320143
386668:10207,10/07/24 16:23:23,347,347,0.159575259,0.146234707
386672:10208,10/07/24 21:18:35,128,128,0.053657424,0.048535323
386673:10208,10/07/24 22:10:35,991,991,0.484532316,0.451952726
386679:10209,10/08/24 07:20:42,355,355,0.164939414,0.150953515
386693:10210,10/08/24 12:02:10,125,125,0.052288413,0.048488196
386694:10210,10/08/24 13:09:16,1318,1318,0.632082763,0.589415301
386702:10211,10/08/24 23:56:26,218,218,0.097274006,0.089946919
386703:10211,10/09/24 01:23:07,485,485,0.236870116,0.219819699
386704:10211,10/09/24 05:35:06,993,993,0.430376530,0.405837669
386705:10211,10/09/24 12:42:44,138,138,0.040804124,0.039047361
386764:10214,10/10/24 06:50:06,149,149,0.041368285,0.038799821
386795:10215,10/10/24 14:28:43,88,88,0.034444416,0.031951638
386801:10216,10/10/24 18:07:18,80,80,0.029899542,0.027152562
386814:10216,10/10/24 20:18:57,250,250,0.121924589,0.113816232
386851:10218,10/12/24 00:34:13,387,387,0.180385972,0.166200066
386852:10218,10/12/24 03:12:23,487,487,0.237535614,0.220571265
386853:10218,10/12/24 06:53:56,42,42,0.020512859,0.019249623
386854:10218,10/12/24 07:12:26,539,539,0.248046353,0.233102235
386863:10219,10/12/24 13:24:38,469,469,0.220018643,0.204703467
386864:10219,10/12/24 16:34:00,1490,1490,0.656473796,0.613288731
386872:10222,10/13/24 09:29:30,171,171,0.074273735,0.069331898
386873:10222,10/13/24 10:39:03,332,332,0.162098703,0.150748664
386885:10223,10/13/24 19:45:43,1367,1367,0.650844589,0.602317337
386917:10225,10/14/24 19:44:49,553,553,0.260550600,0.241078886
386924:10226,10/15/24 03:42:42,1778,1778,0.817072247,0.756947314
386925:10226,10/15/24 15:21:33,172,172,0.058402181,0.056197455
386945:10230,10/15/24 23:13:33,814,814,0.389133673,0.358957759
386951:10232,10/16/24 06:45:06,661,661,0.312982569,0.291935880
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#241,459,281010,280996,113.739985465,107.125771309
#Check JSON:
#(run,ls) in json but not in results: []
